userId,movie_id,rating,timestamp
1,19995,2.5,1260759144
1,285,3,1260759179
1,206647,3,1260759182
1,49026,2,1260759185
1,49529,4,1260759205
1,559,2,1260759151
1,38757,2,1260759187
1,99861,2,1260759148
1,767,3.5,1260759125
1,209112,2,1260759131
1,1452,2.5,1260759135
1,10764,1,1260759203
1,58,4,1260759191
1,57201,4,1260759139
1,49521,3,1260759194
1,2454,2,1260759198
1,24428,2,1260759108
1,1865,2.5,1260759113
1,41154,1,1260759200
1,122917,3,1260759117
2,1930,4,835355493
2,20662,5,835355681
2,57158,5,835355604
2,2268,4,835355552
2,254,4,835355586
2,597,3,835356031
2,271110,3,835355749
2,44833,4,835355532
2,135397,3,835356016
2,37724,5,835355395
2,558,4,835355441
2,68721,3,835355493
2,12155,3,835355441
2,36668,3,835355710
2,62211,3,835355511
2,8373,3,835355664
2,91314,3,835355511
2,68728,5,835355840
2,102382,1,835355749
2,20526,3,835355552
2,49013,3,835355664
2,44912,3,835355896
2,10193,4,835355511
2,534,4,835355681
2,168259,5,835355697
2,72190,5,835355586
2,127585,3,835355767
2,54138,4,835355779
2,81005,3,835355492
2,64682,4,835355395
2,9543,3,835355532
2,68726,4,835356044
2,38356,2,835355551
2,217,1,835355918
2,105864,3,835355492
2,62177,4,835355441
2,188927,4,835355697
2,5174,3,835355628
2,14161,3,835355749
2,17979,3,835355604
2,76757,3,835355619
2,258489,2,835355932
2,411,3,835355968
2,246655,3,835356094
2,155,3,835355710
2,14160,3,835356165
2,15512,2,835356246
2,1726,3,835355532
2,44826,4,835355604
2,8487,3,835355511
2,1735,4,835355790
2,297761,2,835355828
2,2698,4,835355643
2,137113,3,835355918
2,9804,3,835355880
2,14869,4,835355731
2,150540,4,835355860
2,278927,4,835355719
2,10138,4,835355817
2,58595,4,835355731
2,102651,4,835356199
2,119450,3,835355767
2,79698,3,835356109
2,64686,5,835355767
2,100402,3,835355860
2,10192,5,835355817
2,158852,3,835355790
2,177572,3,835355779
2,82690,3,835355441
2,5255,5,835355697
2,47933,5,835355395
2,10191,5,835355395
2,296,3,835355511
2,118340,3,835355932
2,157336,4,835356141
2,27205,4,835355978
3,315011,3,1298861675
3,49051,4,1298922049
3,9799,3.5,1298861637
3,4922,3,1298861761
3,49538,4.5,1298862418
3,131634,5,1298862121
3,27022,2.5,1298861589
3,503,5,1298862167
3,241259,2.5,1298923242
3,810,3,1298862528
3,68735,3,1298922100
3,87101,3,1298923247
3,10140,3,1298921840
3,676,2,1298923260
3,1858,3.5,1298932787
3,1966,4,1298863157
3,675,3,1298861687
3,674,5,1298932770
3,8960,3,1298921795
3,6479,4,1298861628
3,118,3,1298861605
3,2062,4,1298861658
3,272,3.5,1298922089
3,10527,4.5,1298923236
3,18360,4,1298863143
3,2080,4,1298921862
3,605,4,1298861753
3,109445,3,1298861789
3,604,3,1298862710
3,76338,3.5,1298861796
3,76341,3,1298924017
3,10195,3.5,1298922057
3,13053,4,1298861733
3,19585,4,1298921825
3,57165,5,1298862874
3,62213,3,1298861968
3,177677,4,1298861633
3,7978,5,1298863174
3,5559,3,1298923266
3,49444,3.5,1298862672
3,10196,3,1298922080
3,956,2.5,1298921787
3,117251,3,1298922065
3,50321,3.5,1298861650
3,11619,3,1298932766
3,266647,3.5,1298862555
3,652,3.5,1298932740
3,80321,4.5,1298862361
3,36669,4.5,1298862467
3,43074,3,1298922071
3,95,4,1298922130
4,608,4,949810645
4,2310,5,949919556
4,140300,5,949810582
4,56292,5,949919681
4,81188,4,949811346
4,7552,3,949811346
4,616,3,949920047
4,147441,5,949779042
4,13475,4,949778802
4,557,5,949895708
4,82702,3,949810618
4,205584,5,949810582
4,10048,5,949919763
4,13183,5,949919681
4,944,5,949949538
4,1927,4,949895887
4,72559,3,949810534
4,7364,3,949919883
4,2114,3,949895772
4,1771,4,949810688
4,36643,1,949920135
4,8619,4,949919802
4,50620,4,949920028
4,65759,4,949811315
4,1724,5,949810582
4,267935,5,949779091
4,281957,5,949949486
4,77950,5,949919938
4,44896,3,949810534
4,270946,5,949949538
4,2503,5,949949638
4,9502,4,949982238
4,102899,5,949949444
4,101299,5,949779022
4,228161,5,949919189
4,74,4,949919306
4,8961,5,949919247
4,417859,5,949949396
4,27576,4,949919454
4,86834,4,949919322
4,17578,5,949949638
4,673,5,949949638
4,6972,5,949896377
4,82700,5,949896377
4,10567,5,949949538
4,181533,5,949949638
4,38055,5,949896244
4,671,5,949919372
4,49524,5,949811523
4,22,5,949895732
4,131631,5,949778771
4,591,5,949919399
4,172385,5,949896275
4,36658,5,949919372
4,51497,5,949919419
4,58574,5,949779173
4,18823,5,949811490
4,861,5,949779173
4,1911,5,949896244
4,49040,5,949896159
4,8871,5,949779173
4,435,5,949778714
